merchant_abn,merchant_name,merchant_category,merchant_pricing_level,merchant_take_rate_pct,has_merchant_master_record,total_transactions,total_revenue,avg_transaction_value,unique_consumers,repeat_consumer_share,first_order_date,last_order_date,active_months_all_time,potential_months_in_window,active_months_in_window,transactions_in_window,normalized_monthly_revenue_trend,monthly_revenue_cv,low_sample_short_window,low_sample_few_transactions,low_sample_few_active_months,low_sample_growth_estimate,estimated_bnpl_revenue,regional_data_coverage_rate_all_sources,census_data_coverage_rate,seifa_data_coverage_rate,ato_data_coverage_rate,regional_data_coverage_rate_all_sources_by_count,census_data_coverage_rate_by_count,seifa_data_coverage_rate_by_count,ato_data_coverage_rate_by_count,ato_small_denominator_share_of_matched,census_population,census_median_household_income_weekly,census_avg_household_size,census_single_parent_family_share,census_couple_with_children_family_share,census_unemployment_rate_published_pct,census_labour_force_participation_rate_published_pct,seifa_irsd_national_decile,seifa_irsad_national_decile,seifa_ier_national_decile,ato_taxable_income_or_loss_per_reporter,ato_salary_or_wages_per_recipient,ato_net_tax_payer_share,value_score,customer_score,growth_score,market_score,stability_score,preliminary_score,preliminary_rank,balanced_score,balanced_rank,value_focused_score,value_focused_rank,growth_focused_score,growth_focused_rank,best_rank,worst_rank,rank_range,fraud_risk_index,knn_score,knn_merchant_risk_percentile,risk_safety_score,has_consumer_risk_information,has_direct_merchant_fraud_information,fraud_evidence_status,consumer_exposure_percentile,has_knn_merchant_risk_information,merchant_fraud_observation_count,fraud_risk_index_filled,final_score,final_rank,rank_change_after_fraud,fraud_5_score,fraud_5_rank,fraud_10_score,fraud_10_rank,fraud_15_score,fraud_15_rank,fraud_weight_best_rank,fraud_weight_worst_rank,fraud_weight_rank_range
38090089066,Interdum Feugiat Sed Inc.,"furniture, home furnishings and equipment shops, and manufacturers, except appliances",B,3.24,True,51816,8891003.866598837,171.58800113090237,21286,0.7149300009395847,2021-02-28,2022-10-26,21,19,19,49130,0.0163040874609758,0.1827434282451794,False,False,False,False,288068.5252778024,0.8104103847816602,0.8375693886895064,0.8375693886895064,0.8299761684823144,0.8085919407132932,0.8355720240852247,0.8355720240852247,0.8288945499459627,0.0961117578579743,9693.39419345898,1611.9159044715448,2.464215323401497,0.1377957751770991,0.3968775872166327,4.582968403547664,59.20563100517358,5.503782324325583,5.499266810976887,5.520005586202081,68932.14511478457,64606.81498086685,0.7364427680147986,98.6835568802782,99.2548435171386,61.607365016173176,59.71187282662692,93.9288380194078,86.80076393217661,2,86.80076393217661,2,90.60315772806442,1,83.06458041392308,4,1,4,3,0.2934415308597857,0.2944011441048202,0.0106310789414159,70.65584691402142,True,False,consumer_and_knn,0.5762519827781555,True,,0.2934415308597857,85.18627223036108,1,1,85.99351808126885,2,85.18627223036108,1,84.37902637945334,2,1,2,1
27326652377,Tellus Aenean Corporation,"music shops - musical instruments, pianos, and sheet music",A,6.33,True,6405,6479939.749639606,1011.7001951037636,5607,0.1319778847868735,2021-02-28,2022-10-26,21,19,19,6049,0.0204550100415169,0.1947996651397372,False,False,False,False,410180.1861521871,0.8123881476603826,0.841980906403335,0.841980906403335,0.8290678995448267,0.8076502732240437,0.8385636221701795,0.8385636221701795,0.8263856362217018,0.1035329680710372,9639.655185254143,1601.6829268292684,2.4587017347509805,0.1362636652292845,0.3962898006794723,4.535412399925524,59.149636939117485,5.491083161253989,5.504599211563732,5.519992491083161,68662.2197980018,64408.0527801608,0.7350117067495695,99.40387481371089,89.19523099850969,75.2674794725056,61.54992548435171,86.16571286389649,86.25331556626146,3,86.25331556626146,3,89.35283279978968,13,84.35010822290099,2,2,13,11,0.2734682588656523,0.3265675369872619,0.0461434064691246,72.65317411343477,True,False,consumer_and_knn,0.50079311126218,True,,0.2734682588656523,84.89330142097879,2,1,85.57330849362013,3,84.89330142097879,2,84.21329434833746,4,2,4,2
90568944804,Diam Eu Dolor LLC,tent and awning shops,B,4.1,True,10732,9618324.530454507,896.2285250143971,8698,0.2007358013336399,2021-02-28,2022-10-26,21,19,19,10163,0.0203844249272461,0.2012152149430404,False,False,False,False,394351.30574863486,0.811644427256621,0.8374064601657556,0.8374064601657556,0.8317471893694315,0.8110324263883713,0.8358181140514349,0.8358181140514349,0.8305068952664927,0.100078536968473,9732.677034559643,1608.320624303233,2.4610050251256284,0.1376225459157951,0.3965758996156036,4.525964325529546,59.27420289855073,5.517353700999663,5.521284960125801,5.521397281815118,68745.25803630927,64284.77994669344,0.7363875991240953,99.23000496770987,93.16939890710384,75.16795222692213,67.01440635866865,82.48320477730779,87.16886301493639,1,87.16886301493639,1,89.98274558242784,4,85.06568804388792,1,1,4,3,0.3569858963202887,0.3072298492113958,0.0303098846414838,64.30141036797113,True,True,consumer_and_knn,0.6836619079990935,True,3.0,0.3569858963202887,84.88211775023987,3,-2,86.02549038258813,1,84.88211775023987,3,83.7387451178916,10,1,10,9
84703983173,Amet Consulting,"computer programming , data processing, and integrated systems design services",C,2.31,True,42415,4249850.571200672,100.19687778381872,19839,0.6422198699531226,2021-02-28,2022-10-26,21,19,19,40157,0.017986095076707,0.1891859907974552,False,False,False,False,98171.54819473551,0.8060528646270075,0.8341316392421839,0.8341316392421839,0.8261359645562476,0.807002239773665,0.8342331722268066,0.8342331722268066,0.827820346575504,0.0946969696969697,9699.769754691386,1607.0278939633731,2.4626840734028046,0.1381906346577826,0.3967238273314502,4.600053696586024,59.15672903006995,5.470357193681514,5.471267966415256,5.480119538921303,68777.44072158494,64479.89300504105,0.7359141158886517,96.57228017883756,99.00645802285146,68.84797213237124,48.43517138599106,89.52475740233889,85.76512373478832,5,85.76512373478832,5,89.55819457675398,8,82.87098403794099,5,5,8,3,0.2423427102780218,0.2943839056402508,0.0104048857724496,75.76572897219782,True,False,consumer_and_knn,0.4742805347835939,True,,0.2423427102780218,84.76518425852926,4,1,85.2651539966588,4,84.76518425852926,4,84.26521452039974,3,3,4,1
86578477987,Leo In Consulting,"watch, clock, and jewelry repair shops",A,6.43,True,272674,9539822.77287038,34.98618413515912,24081,0.9999169469706408,2021-02-28,2022-10-26,21,19,19,258319,0.015149560341297,0.1806698730088095,False,False,False,False,613410.6042955653,0.8087525903045766,0.8356543632697554,0.8356543632697554,0.8294068933346994,0.8083645672121288,0.8353198324739433,0.8353198324739433,0.8292943221575948,0.0988161519853887,9657.147275760635,1606.6157351714448,2.462650692492713,0.1376292644445508,0.3967652270665946,4.584428151205258,59.14393642709893,5.48305399548932,5.48383673108389,5.501596426834122,68694.65277197704,64434.78437388401,0.7357459692786412,99.92548435171386,99.97516145057128,55.11321224185121,53.80029806259314,95.17292858920128,85.65004721116672,7,85.65004721116672,7,90.19692013111587,2,81.1663361452376,32,2,32,30,0.2423468107660157,0.2930135826368047,0.0058810223931237,75.76531892339842,True,False,consumer_and_knn,0.4788125991389078,True,,0.2423468107660157,84.6615743823899,5,2,85.1558107967783,5,84.6615743823899,5,84.16733796800148,5,5,5,0
40515428545,Elit Sed Consequat Associates,artist supply and craft shops,A,5.89,True,13019,7780713.037594009,597.6429094088646,10024,0.2483040702314445,2021-02-28,2022-10-26,21,19,19,12349,0.014442643949368,0.1815527252598447,False,False,False,False,458283.9979142872,0.8139222491221307,0.8371770433945465,0.8371770433945465,0.83423765188408,0.8158844765342961,0.8399262616176357,0.8399262616176357,0.8350871802749827,0.0928072111846946,9960.611522633744,1610.248102423411,2.4623213631366814,0.1375617400607874,0.3977156411630014,4.545505258344768,59.16139917695479,5.52019876690899,5.52369559215975,5.508235943682709,68840.80882252028,64599.44050676675,0.7357035322530733,99.652260307998,94.5851962245405,50.684249813386415,67.75956284153006,94.70017417267977,84.65980952126678,26,84.65980952126678,26,88.70284491932075,35,80.0163616759785,72,26,72,46,0.1678746448016345,0.3186891717575425,0.0422981225966975,83.21253551983655,True,False,consumer_and_knn,0.2934511670065715,True,,0.1678746448016345,84.51508212112377,6,20,84.58744582119526,12,84.51508212112377,6,84.44271842105223,1,1,12,11
17488304283,Posuere Cubilia Curae Corporation,"cable, satellite, and other pay television and radio services",A,6.18,True,33901,3317882.845139264,97.86976328542708,18225,0.5415089163237311,2021-02-28,2022-10-26,21,19,19,32108,0.0167651492934243,0.1833630792874155,False,False,False,False,205045.15982960648,0.8076235606446106,0.8344120559339122,0.8344120559339122,0.8296416684662363,0.8079407687088876,0.8348721276658506,0.8348721276658506,0.8290905872983098,0.1021453730387448,9647.485142917712,1601.740310214465,2.4598980097740557,0.1380355608990626,0.3954090196371135,4.57758188177932,59.10114828816736,5.45505037917898,5.454801153558586,5.470609178623563,68417.54189056889,64315.441350600326,0.7356079938440886,97.91356184798808,98.55936413313464,64.17019158994775,42.10134128166915,93.48096541428217,85.08022684597887,13,85.08022684597887,13,89.55800638719684,9,81.67359970591752,13,9,13,4,0.2109501686658852,0.2965335589215275,0.0192264193621352,78.90498313341148,True,False,consumer_and_knn,0.4026739179696351,True,,0.2109501686658852,84.46270247472214,7,6,84.77146466035049,9,84.46270247472214,7,84.15394028909377,6,6,9,3
49212265466,Auctor Company,"florists supplies, nursery stock, and flowers",B,4.5,True,36052,8140124.786927128,225.78843855894615,18683,0.5684311941337045,2021-02-28,2022-10-26,21,19,19,34084,0.0159858083712216,0.1817239374059164,False,False,False,False,366305.6154117208,0.8057787565766509,0.8315674224822271,0.8315674224822271,0.8262678398567211,0.807056473982026,0.8336292022633973,0.8336292022633973,0.8277488072783756,0.0950338449165605,9628.277799960071,1606.310075197977,2.4646850931884035,0.1381615098755345,0.3964931116555154,4.595651161243102,59.107939043055815,5.467539003522899,5.473477604428787,5.491360509981547,68661.0724632861,64457.57853217381,0.7358944503965167,99.05613512170888,98.78291107799303,60.01492908683752,49.50322901142573,94.57576511570042,85.55224179187606,8,85.55224179187606,8,89.98194739913379,5,81.66178239057471,14,5,14,9,0.2584268231781929,0.2952582612371829,0.0156073286586745,74.15731768218072,True,False,consumer_and_knn,0.5012463176977113,True,,0.2584268231781929,84.41274938090652,8,0,84.9824955863913,8,84.41274938090652,8,83.84300317542176,7,7,8,1
86772484982,Posuere Cubilia Curae LLC,"digital goods: books, movies, music",A,6.6,True,14420,1256585.8485406716,87.1418757656499,10870,0.2698252069917203,2021-02-28,2022-10-26,21,19,19,13624,0.0159206068326269,0.1698457343145088,False,False,False,False,82934.66600368432,0.8033138056346052,0.8325334422930925,0.8325334422930925,0.8254058210281519,0.8058945908460472,0.8349514563106796,0.8349514563106796,0.8271844660194175,0.096244131455399,9861.302325581397,1614.3997508305647,2.4646436896436894,0.1381702712636887,0.3984194638277562,4.543637873754159,59.29504152823933,5.5196349325965,5.524658795947417,5.52147701582517,69027.91029430239,64629.00740268767,0.7363340409926318,95.03229011425732,95.3551912568306,59.44264742473252,68.05762543467462,98.283155013685,85.78525012895156,4,85.78525012895156,4,88.91346549740693,28,82.21014080287041,8,4,28,24,0.2914680428724472,0.360808903557616,0.0628817009726306,70.85319571275528,True,False,consumer_and_knn,0.5200543847722637,True,,0.2914680428724472,84.29204468733194,9,-5,85.03864740814174,6,84.29204468733194,9,83.5454419665221,12,6,12,6
96680767841,Ornare Limited,motor vehicle supplies and new parts,A,5.91,True,31134,9806731.153473794,314.984619819933,17471,0.5088432259172343,2021-02-28,2022-10-26,21,19,19,29496,0.0166651467464018,0.1884501577025701,False,False,False,False,579577.8111703013,0.8117552280656352,0.8384825703275128,0.8384825703275128,0.8325720227906191,0.8132909359542623,0.8394359863814479,0.8394359863814479,0.8336224063724545,0.0968636818987439,9606.876946623304,1609.6684522670748,2.462524435585867,0.1376787428517787,0.3959994685326436,4.564729290223846,59.21367132198209,5.480579531442664,5.472564734895191,5.4938733045622685,68813.72496758029,64465.95770894623,0.7367441584253189,99.85096870342772,98.43517138599104,63.77208260761383,48.90710382513661,90.09703906444388,85.7237662212291,6,85.7237662212291,6,90.07490376993437,3,82.18666747751953,9,3,9,6,0.2868649119345882,0.2955524469042501,0.0162859081655734,71.31350880654118,True,True,consumer_and_knn,0.557443915703603,True,1.0,0.2868649119345882,84.28274047976032,10,-4,85.00325335049469,7,84.28274047976032,10,83.56222760902591,11,7,11,4
